"Date","Time (GMT)","Predicted (m)","Preliminary (m)","Verified (m)"
"2022/05/19","16:00","0.317","-","0.531"
"2022/05/19","17:00","0.295","-","0.519"
"2022/05/19","18:00","0.169","-","0.364"
"2022/05/19","19:00","-0.013","-","0.191"
"2022/05/19","20:00","-0.184","-","0.026"
"2022/05/19","21:00","-0.318","-","-0.127"
"2022/05/19","22:00","-0.41","-","-0.211"
"2022/05/19","23:00","-0.433","-","-0.218"
"2022/05/20","00:00","-0.358","-","-0.14"
"2022/05/20","01:00","-0.199","-","0.036"
"2022/05/20","02:00","-0.013","-","0.227"
"2022/05/20","03:00","0.16","-","0.394"
"2022/05/20","04:00","0.295","-","0.541"
"2022/05/20","05:00","0.356","-","0.601"
"2022/05/20","06:00","0.307","-","0.553"
"2022/05/20","07:00","0.17","-","0.401"
"2022/05/20","08:00","0.007","-","0.258"
"2022/05/20","09:00","-0.132","-","0.072"
"2022/05/20","10:00","-0.242","-","-0.04"
"2022/05/20","11:00","-0.306","-","-0.101"
"2022/05/20","12:00","-0.287","-","-0.078"
"2022/05/20","13:00","-0.181","-","0.041"
"2022/05/20","14:00","-0.031","-","0.206"
"2022/05/20","15:00","0.112","-","0.338"
"2022/05/20","16:00","0.228","-","0.443"
"2022/05/20","17:00","0.293","-","0.53"
"2022/05/20","18:00","0.271","-","0.498"
"2022/05/20","19:00","0.153","-","0.332"
"2022/05/20","20:00","-0.01","-","0.206"
"2022/05/20","21:00","-0.162","-","0.01"
"2022/05/20","22:00","-0.286","-","-0.118"
"2022/05/20","23:00","-0.378","-","-0.194"
"2022/05/21","00:00","-0.401","-","-0.194"
"2022/05/21","01:00","-0.327","-","-0.087"
"2022/05/21","02:00","-0.178","-","0.059"
"2022/05/21","03:00","-0.008","-","0.206"
"2022/05/21","04:00","0.15","-","0.359"
"2022/05/21","05:00","0.275","-","0.502"
"2022/05/21","06:00","0.327","-","0.568"
"2022/05/21","07:00","0.277","-","0.516"
"2022/05/21","08:00","0.148","-","0.384"
"2022/05/21","09:00","0.001","-","0.228"
"2022/05/21","10:00","-0.128","-","0.092"
"2022/05/21","11:00","-0.236","-","-0.017"
"2022/05/21","12:00","-0.3","-","-0.073"
"2022/05/21","13:00","-0.283","-","-0.053"
"2022/05/21","14:00","-0.182","-","0.06"
"2022/05/21","15:00","-0.044","-","0.221"
"2022/05/21","16:00","0.089","-","0.338"
"2022/05/21","17:00","0.201","-","0.439"
"2022/05/21","18:00","0.268","-","0.495"
"2022/05/21","19:00","0.252","-","0.471"
"2022/05/21","20:00","0.149","-","0.351"
"2022/05/21","21:00","0.007","-","0.207"
"2022/05/21","22:00","-0.13","-","0.074"
"2022/05/21","23:00","-0.25","-","-0.067"
"2022/05/22","00:00","-0.343","-","-0.157"
"2022/05/22","01:00","-0.369","-","-0.161"
"2022/05/22","02:00","-0.3","-","-0.093"
"2022/05/22","03:00","-0.163","-","0.062"
"2022/05/22","04:00","-0.009","-","0.214"
"2022/05/22","05:00","0.137","-","0.354"
"2022/05/22","06:00","0.255","-","0.492"
"2022/05/22","07:00","0.303","-","0.544"
"2022/05/22","08:00","0.253","-","0.483"
"2022/05/22","09:00","0.134","-","0.343"
"2022/05/22","10:00","0","-","0.201"
"2022/05/22","11:00","-0.124","-","0.083"
"2022/05/22","12:00","-0.235","-","-0.029"
"2022/05/22","13:00","-0.302","-","-0.087"
"2022/05/22","14:00","-0.287","-","-0.079"
"2022/05/22","15:00","-0.193","-","0.009"
"2022/05/22","16:00","-0.066","-","0.166"
"2022/05/22","17:00","0.06","-","0.279"
"2022/05/22","18:00","0.175","-","0.389"
"2022/05/22","19:00","0.25","-","0.465"
"2022/05/22","20:00","0.244","-","0.448"
"2022/05/22","21:00","0.156","-","0.338"
"2022/05/22","22:00","0.031","-","0.208"
"2022/05/22","23:00","-0.095","-","0.078"
"2022/05/23","00:00","-0.216","-","-0.03"
"2022/05/23","01:00","-0.313","-","-0.1"
"2022/05/23","02:00","-0.341","-","-0.111"
"2022/05/23","03:00","-0.277","-","-0.05"
"2022/05/23","04:00","-0.153","-","0.098"
"2022/05/23","05:00","-0.012","-","0.232"
"2022/05/23","06:00","0.126","-","0.363"
"2022/05/23","07:00","0.24","-","0.46"
"2022/05/23","08:00","0.285","-","0.501"
"2022/05/23","09:00","0.237","-","0.441"
"2022/05/23","10:00","0.126","-","0.31"
"2022/05/23","11:00","-0.002","-","0.179"
"2022/05/23","12:00","-0.127","-","0.051"
"2022/05/23","13:00","-0.242","-","-0.054"
"2022/05/23","14:00","-0.312","-","-0.114"
"2022/05/23","15:00","-0.298","-","-0.1"
"2022/05/23","16:00","-0.21","-","-0.015"
"2022/05/23","17:00","-0.09","-","0.13"
"2022/05/23","18:00","0.036","-","0.247"
"2022/05/23","19:00","0.159","-","0.349"
"2022/05/23","20:00","0.244","-","0.421"
"2022/05/23","21:00","0.247","-","0.421"
"2022/05/23","22:00","0.17","-","0.337"
"2022/05/23","23:00","0.056","-","0.209"
"2022/05/24","00:00","-0.066","-","0.096"
"2022/05/24","01:00","-0.191","-","-0.006"
"2022/05/24","02:00","-0.292","-","-0.089"
"2022/05/24","03:00","-0.321","-","-0.099"
"2022/05/24","04:00","-0.26","-","-0.031"
"2022/05/24","05:00","-0.145","-","0.065"
"2022/05/24","06:00","-0.014","-","0.203"
"2022/05/24","07:00","0.121","-","0.333"
"2022/05/24","08:00","0.234","-","0.432"
"2022/05/24","09:00","0.276","-","0.481"
"2022/05/24","10:00","0.226","-","0.452"
"2022/05/24","11:00","0.117","-","0.335"
"2022/05/24","12:00","-0.01","-","0.192"
"2022/05/24","13:00","-0.139","-","0.053"
"2022/05/24","14:00","-0.26","-","-0.047"
"2022/05/24","15:00","-0.33","-","-0.114"
"2022/05/24","16:00","-0.313","-","-0.1"
"2022/05/24","17:00","-0.226","-","-0.016"
"2022/05/24","18:00","-0.108","-","0.117"
"2022/05/24","19:00","0.024","-","0.237"
"2022/05/24","20:00","0.158","-","0.344"
"2022/05/24","21:00","0.251","-","0.423"
"2022/05/24","22:00","0.258","-","0.44"
"2022/05/24","23:00","0.185","-","0.364"
"2022/05/25","00:00","0.074","-","0.232"
"2022/05/25","01:00","-0.05","-","0.102"
"2022/05/25","02:00","-0.18","-","-0.016"
"2022/05/25","03:00","-0.282","-","-0.085"
"2022/05/25","04:00","-0.307","-","-0.102"
"2022/05/25","05:00","-0.246","-","-0.048"
"2022/05/25","06:00","-0.137","-","0.075"
"2022/05/25","07:00","-0.008","-","0.203"
"2022/05/25","08:00","0.126","-","0.317"
"2022/05/25","09:00","0.237","-","0.418"
"2022/05/25","10:00","0.273","-","0.471"
"2022/05/25","11:00","0.215","-","0.402"
"2022/05/25","12:00","0.101","-","0.263"
"2022/05/25","13:00","-0.028","-","0.124"
"2022/05/25","14:00","-0.164","-","-0.012"
"2022/05/25","15:00","-0.287","-","-0.124"
"2022/05/25","16:00","-0.351","-","-0.175"
"2022/05/25","17:00","-0.327","-","-0.163"
"2022/05/25","18:00","-0.235","-","-0.076"
"2022/05/25","19:00","-0.112","-","0.08"
"2022/05/25","20:00","0.029","-","0.211"
"2022/05/25","21:00","0.173","-","0.336"
"2022/05/25","22:00","0.269","-","0.431"
"2022/05/25","23:00","0.271","-","0.454"
"2022/05/26","00:00","0.194","-","0.363"
"2022/05/26","01:00","0.08","-","0.235"
"2022/05/26","02:00","-0.05","-","0.111"
"2022/05/26","03:00","-0.184","-","-0.01"
"2022/05/26","04:00","-0.282","-","-0.08"
"2022/05/26","05:00","-0.298","-","-0.096"
"2022/05/26","06:00","-0.232","-","-0.037"
"2022/05/26","07:00","-0.122","-","0.084"
"2022/05/26","08:00","0.006","-","0.212"
"2022/05/26","09:00","0.142","-","0.316"
"2022/05/26","10:00","0.248","-","0.401"
"2022/05/26","11:00","0.269","-","0.434"
"2022/05/26","12:00","0.198","-","0.351"
"2022/05/26","13:00","0.076","-","0.206"
"2022/05/26","14:00","-0.059","-","0.069"
"2022/05/26","15:00","-0.198","-","-0.067"
"2022/05/26","16:00","-0.318","-","-0.163"
"2022/05/26","17:00","-0.37","-","-0.212"
"2022/05/26","18:00","-0.332","-","-0.182"
"2022/05/26","19:00","-0.232","-","-0.074"
"2022/05/26","20:00","-0.099","-","0.089"
"2022/05/26","21:00","0.054","-","0.221"
"2022/05/26","22:00","0.203","-","0.334"
"2022/05/26","23:00","0.291","-","0.426"
"2022/05/27","00:00","0.28","-","0.434"
"2022/05/27","01:00","0.191","-","0.332"
"2022/05/27","02:00","0.069","-","0.189"
"2022/05/27","03:00","-0.067","-","0.068"
"2022/05/27","04:00","-0.2","-","-0.042"
"2022/05/27","05:00","-0.288","-","-0.103"
"2022/05/27","06:00","-0.289","-","-0.1"
"2022/05/27","07:00","-0.214","-","-0.03"
"2022/05/27","08:00","-0.1","-","0.104"
"2022/05/27","09:00","0.032","-","0.24"
"2022/05/27","10:00","0.167","-","0.353"
"2022/05/27","11:00","0.26","-","0.429"
"2022/05/27","12:00","0.261","-","0.437"
"2022/05/27","13:00","0.171","-","0.337"
"2022/05/27","14:00","0.039","-","0.188"
"2022/05/27","15:00","-0.101","-","0.059"
"2022/05/27","16:00","-0.239","-","-0.07"
"2022/05/27","17:00","-0.348","-","-0.163"
"2022/05/27","18:00","-0.382","-","-0.192"
"2022/05/27","19:00","-0.326","-","-0.136"
"2022/05/27","20:00","-0.211","-","-0.012"
"2022/05/27","21:00","-0.068","-","0.153"
"2022/05/27","22:00","0.094","-","0.297"
"2022/05/27","23:00","0.24","-","0.426"
"2022/05/28","00:00","0.311","-","0.495"
"2022/05/28","01:00","0.277","-","0.473"
"2022/05/28","02:00","0.172","-","0.338"
"2022/05/28","03:00","0.041","-","0.191"
"2022/05/28","04:00","-0.096","-","0.067"
"2022/05/28","05:00","-0.223","-","-0.045"
"2022/05/28","06:00","-0.293","-","-0.11"
"2022/05/28","07:00","-0.276","-","-0.101"
"2022/05/28","08:00","-0.187","-","-0.004"
"2022/05/28","09:00","-0.067","-","0.128"
"2022/05/28","10:00","0.067","-","0.267"
"2022/05/28","11:00","0.195","-","0.355"
"2022/05/28","12:00","0.269","-","0.427"
"2022/05/28","13:00","0.242","-","0.407"
"2022/05/28","14:00","0.132","-","0.263"
"2022/05/28","15:00","-0.009","-","0.12"
"2022/05/28","16:00","-0.15","-","-0.008"
"2022/05/28","17:00","-0.281","-","-0.133"
"2022/05/28","18:00","-0.372","-","-0.197"
"2022/05/28","19:00","-0.382","-","-0.203"
"2022/05/28","20:00","-0.304","-","-0.133"
"2022/05/28","21:00","-0.175","-","0.028"
"2022/05/28","22:00","-0.022","-","0.197"
"2022/05/28","23:00","0.142","-","0.321"
"2022/05/29","00:00","0.275","-","0.444"
"2022/05/29","01:00","0.319","-","0.49"
"2022/05/29","02:00","0.258","-","0.43"
"2022/05/29","03:00","0.137","-","0.267"
"2022/05/29","04:00","0.001","-","0.136"
"2022/05/29","05:00","-0.133","-","0.006"
"2022/05/29","06:00","-0.246","-","-0.095"
"2022/05/29","07:00","-0.294","-","-0.136"
"2022/05/29","08:00","-0.254","-","-0.097"
"2022/05/29","09:00","-0.152","-","0.006"
"2022/05/29","10:00","-0.026","-","0.15"
"2022/05/29","11:00","0.106","-","0.274"
"2022/05/29","12:00","0.222","-","0.355"
"2022/05/29","13:00","0.268","-","0.399"
"2022/05/29","14:00","0.212","-","0.345"
"2022/05/29","15:00","0.083","-","0.182"
"2022/05/29","16:00","-0.063","-","0.046"
"2022/05/29","17:00","-0.199","-","-0.076"
"2022/05/29","18:00","-0.317","-","-0.192"
"2022/05/29","19:00","-0.386","-","-0.242"
"2022/05/29","20:00","-0.367","-","-0.215"
"2022/05/29","21:00","-0.268","-","-0.054"
"2022/05/29","22:00","-0.126","-","-0.007"
"2022/05/29","23:00","0.032","-","0.109"
"2022/05/30","00:00","0.19","-","0.264"
"2022/05/30","01:00","0.3","-","0.394"
"2022/05/30","02:00","0.311","-","0.441"
"2022/05/30","03:00","0.223","-","0.389"
"2022/05/30","04:00","0.089","-","0.222"
"2022/05/30","05:00","-0.046","-","0.077"
"2022/05/30","06:00","-0.17","-","-0.051"
"2022/05/30","07:00","-0.263","-","-0.133"
"2022/05/30","08:00","-0.285","-","-0.151"
"2022/05/30","09:00","-0.222","-","-0.092"
"2022/05/30","10:00","-0.108","-","0.044"
"2022/05/30","11:00","0.02","-","0.214"
"2022/05/30","12:00","0.145","-","0.267"
"2022/05/30","13:00","0.24","-","0.359"
"2022/05/30","14:00","0.255","-","0.366"
"2022/05/30","15:00","0.169","-","0.258"
"2022/05/30","16:00","0.026","-","0.11"
"2022/05/30","17:00","-0.118","-","-0.015"
"2022/05/30","18:00","-0.243","-","-0.146"
"2022/05/30","19:00","-0.343","-","-0.24"
"2022/05/30","20:00","-0.385","-","-0.25"
"2022/05/30","21:00","-0.339","-","-0.227"
"2022/05/30","22:00","-0.22","-","-0.101"
"2022/05/30","23:00","-0.07","-","0.063"
"2022/05/31","00:00","0.087","-","0.218"
"2022/05/31","01:00","0.23","-","0.346"
"2022/05/31","02:00","0.31","-","0.42"
"2022/05/31","03:00","0.286","-","0.414"
"2022/05/31","04:00","0.173","-","0.286"
"2022/05/31","05:00","0.035","-","0.132"
"2022/05/31","06:00","-0.093","-","0.016"
"2022/05/31","07:00","-0.201","-","-0.094"
"2022/05/31","08:00","-0.271","-","-0.143"
"2022/05/31","09:00","-0.265","-","-0.122"
"2022/05/31","10:00","-0.18","-","-0.037"
"2022/05/31","11:00","-0.059","-","0.099"
"2022/05/31","12:00","0.066","-","0.205"
"2022/05/31","13:00","0.177","-","0.304"
"2022/05/31","14:00","0.246","-","0.362"
"2022/05/31","15:00","0.228","-","0.352"
"2022/05/31","16:00","0.117","-","0.222"
"2022/05/31","17:00","-0.032","-","0.077"
"2022/05/31","18:00","-0.168","-","-0.045"
"2022/05/31","19:00","-0.278","-","-0.159"
"2022/05/31","20:00","-0.356","-","-0.23"
"2022/05/31","21:00","-0.371","-","-0.233"
"2022/05/31","22:00","-0.298","-","-0.153"
"2022/05/31","23:00","-0.164","-","-0.015"
"2022/06/01","00:00","-0.012","-","0.138"
"2022/06/01","01:00","0.136","-","0.277"
"2022/06/01","02:00","0.256","-","0.394"
"2022/06/01","03:00","0.303","-","0.445"
"2022/06/01","04:00","0.245","-","0.405"
"2022/06/01","05:00","0.117","-","0.263"
"2022/06/01","06:00","-0.019","-","0.105"
"2022/06/01","07:00","-0.133","-","-0.005"
"2022/06/01","08:00","-0.223","-","-0.089"
"2022/06/01","09:00","-0.267","-","-0.115"
"2022/06/01","10:00","-0.235","-","-0.063"
"2022/06/01","11:00","-0.134","-","0.045"
"2022/06/01","12:00","-0.01","-","0.162"
"2022/06/01","13:00","0.106","-","0.259"
"2022/06/01","14:00","0.198","-","0.345"
"2022/06/01","15:00","0.238","-","0.408"
"2022/06/01","16:00","0.189","-","0.349"
"2022/06/01","17:00","0.06","-","0.201"
"2022/06/01","18:00","-0.087","-","0.076"
"2022/06/01","19:00","-0.209","-","-0.046"
"2022/06/01","20:00","-0.3","-","-0.142"
"2022/06/01","21:00","-0.356","-","-0.174"
"2022/06/01","22:00","-0.343","-","-0.134"
"2022/06/01","23:00","-0.248","-","-0.092"
"2022/06/02","00:00","-0.106","-","0.09"
"2022/06/02","01:00","0.042","-","0.227"
"2022/06/02","02:00","0.174","-","0.353"
"2022/06/02","03:00","0.267","-","0.445"
"2022/06/02","04:00","0.279","-","0.461"
"2022/06/02","05:00","0.195","-","0.357"
"2022/06/02","06:00","0.059","-","0.213"
"2022/06/02","07:00","-0.068","-","0.102"
"2022/06/02","08:00","-0.165","-","-0.005"
"2022/06/02","09:00","-0.234","-","-0.07"
"2022/06/02","10:00","-0.254","-","-0.07"
"2022/06/02","11:00","-0.198","-","-0.003"
"2022/06/02","12:00","-0.086","-","0.109"
"2022/06/02","13:00","0.034","-","0.214"
"2022/06/02","14:00","0.135","-","0.313"
"2022/06/02","15:00","0.206","-","0.38"
"2022/06/02","16:00","0.218","-","0.399"
"2022/06/02","17:00","0.143","-","0.286"
"2022/06/02","18:00","0.005","-","0.163"
"2022/06/02","19:00","-0.133","-","0.05"
"2022/06/02","20:00","-0.237","-","-0.031"
"2022/06/02","21:00","-0.31","-","-0.16"
"2022/06/02","22:00","-0.344","-","-0.187"
"2022/06/02","23:00","-0.306","-","-0.113"
"2022/06/03","00:00","-0.194","-","0.014"
"2022/06/03","01:00","-0.05","-","0.151"
"2022/06/03","02:00","0.087","-","0.282"
"2022/06/03","03:00","0.199","-","0.4"
"2022/06/03","04:00","0.264","-","0.464"
"2022/06/03","05:00","0.245","-","0.44"
"2022/06/03","06:00","0.141","-","0.375"
"2022/06/03","07:00","0.005","-","0.168"
"2022/06/03","08:00","-0.107","-","0.049"
"2022/06/03","09:00","-0.187","-","-0.039"
"2022/06/03","10:00","-0.237","-","-0.049"
"2022/06/03","11:00","-0.234","-","-0.029"
"2022/06/03","12:00","-0.16","-","0.074"
"2022/06/03","13:00","-0.043","-","0.184"
"2022/06/03","14:00","0.068","-","0.29"
"2022/06/03","15:00","0.153","-","0.407"
"2022/06/03","16:00","0.202","-","0.46"
"2022/06/03","17:00","0.189","-","0.378"
"2022/06/03","18:00","0.097","-","0.337"
"2022/06/03","19:00","-0.042","-","0.169"
"2022/06/03","20:00","-0.167","-","0.083"
"2022/06/03","21:00","-0.253","-","-0.033"
"2022/06/03","22:00","-0.309","-","-0.087"
"2022/06/03","23:00","-0.322","-","-0.097"
"2022/06/04","00:00","-0.264","-","-0.013"
"2022/06/04","01:00","-0.141","-","0.125"
"2022/06/04","02:00","0","-","0.24"
"2022/06/04","03:00","0.122","-","0.354"
"2022/06/04","04:00","0.212","-","0.439"
"2022/06/04","05:00","0.25","-","0.564"
"2022/06/04","06:00","0.205","-","0.448"
"2022/06/04","07:00","0.089","-","0.387"
"2022/06/04","08:00","-0.041","-","0.306"
"2022/06/04","09:00","-0.139","-","0.207"
"2022/06/04","10:00","-0.203","-","0.085"
"2022/06/04","11:00","-0.236","-","0.129"
"2022/06/04","12:00","-0.214","-","0.11"
"2022/06/04","13:00","-0.126","-","0.196"
"2022/06/04","14:00","-0.009","-","0.287"
"2022/06/04","15:00","0.092","-","0.376"
"2022/06/04","16:00","0.16","-","0.419"
"2022/06/04","17:00","0.192","-","0.406"
"2022/06/04","18:00","0.16","-","0.364"
"2022/06/04","19:00","0.057","-","0.299"
"2022/06/04","20:00","-0.077","-","0.153"
"2022/06/04","21:00","-0.187","-","0.073"
"2022/06/04","22:00","-0.259","-","-0.05"
"2022/06/04","23:00","-0.3","-","-0.071"
"2022/06/05","00:00","-0.296","-","-0.056"
"2022/06/05","01:00","-0.221","-","0.022"
"2022/06/05","02:00","-0.091","-","0.146"
"2022/06/05","03:00","0.042","-","0.238"
"2022/06/05","04:00","0.147","-","0.322"
"2022/06/05","05:00","0.216","-","0.39"
"2022/06/05","06:00","0.23","-","0.422"
"2022/06/05","07:00","0.166","-","0.368"
"2022/06/05","08:00","0.042","-","0.241"
"2022/06/05","09:00","-0.08","-","0.129"
"2022/06/05","10:00","-0.165","-","0.044"
"2022/06/05","11:00","-0.218","-","-0.01"
"2022/06/05","12:00","-0.237","-","-0.025"
"2022/06/05","13:00","-0.198","-","0.007"
"2022/06/05","14:00","-0.1","-","0.095"
"2022/06/05","15:00","0.016","-","0.213"
"2022/06/05","16:00","0.106","-","0.285"
"2022/06/05","17:00","0.162","-","0.36"
"2022/06/05","18:00","0.181","-","0.397"
"2022/06/05","19:00","0.137","-","0.343"
"2022/06/05","20:00","0.029","-","0.228"
"2022/06/05","21:00","-0.099","-","0.143"
"2022/06/05","22:00","-0.196","-","0.035"
"2022/06/05","23:00","-0.257","-","-0.041"
"2022/06/06","00:00","-0.288","-","-0.053"
"2022/06/06","01:00","-0.269","-","-0.029"
"2022/06/06","02:00","-0.181","-","0.069"
"2022/06/06","03:00","-0.049","-","0.185"
"2022/06/06","04:00","0.074","-","0.274"
"2022/06/06","05:00","0.163","-","0.375"
"2022/06/06","06:00","0.215","-","0.425"
"2022/06/06","07:00","0.21","-","0.402"
"2022/06/06","08:00","0.13","-","0.291"
"2022/06/06","09:00","0.003","-","0.178"
"2022/06/06","10:00","-0.113","-","0.078"
"2022/06/06","11:00","-0.19","-","0.006"
"2022/06/06","12:00","-0.235","-","-0.053"
"2022/06/06","13:00","-0.243","-","-0.062"
"2022/06/06","14:00","-0.19","-","-0.011"
"2022/06/06","15:00","-0.082","-","0.094"
"2022/06/06","16:00","0.031","-","0.185"
"2022/06/06","17:00","0.114","-","0.263"
"2022/06/06","18:00","0.165","-","0.34"
"2022/06/06","19:00","0.177","-","0.355"
"2022/06/06","20:00","0.126","-","0.266"
"2022/06/06","21:00","0.015","-","0.214"
"2022/06/06","22:00","-0.107","-","0.105"
"2022/06/06","23:00","-0.197","-","-0.001"
"2022/06/07","00:00","-0.253","-","-0.076"
"2022/06/07","01:00","-0.277","-","-0.079"
"2022/06/07","02:00","-0.246","-","-0.05"
"2022/06/07","03:00","-0.147","-","0.074"
"2022/06/07","04:00","-0.016","-","0.17"
"2022/06/07","05:00","0.098","-","0.238"
"2022/06/07","06:00","0.175","-","0.365"
"2022/06/07","07:00","0.214","-","0.391"
"2022/06/07","08:00","0.194","-","0.379"
"2022/06/07","09:00","0.1","-","0.243"
"2022/06/07","10:00","-0.032","-","0.148"
"2022/06/07","11:00","-0.145","-","0.054"
"2022/06/07","12:00","-0.218","-","-0.052"
"2022/06/07","13:00","-0.259","-","-0.092"
"2022/06/07","14:00","-0.257","-","-0.089"
"2022/06/07","15:00","-0.19","-","-0.014"
"2022/06/07","16:00","-0.074","-","0.089"
"2022/06/07","17:00","0.04","-","0.193"
"2022/06/07","18:00","0.123","-","0.292"
"2022/06/07","19:00","0.175","-","0.334"
"2022/06/07","20:00","0.185","-","0.305"
"2022/06/07","21:00","0.129","-","0.243"
"2022/06/07","22:00","0.015","-","0.122"
"2022/06/07","23:00","-0.106","-","0.009"
"2022/06/08","00:00","-0.194","-","-0.08"
"2022/06/08","01:00","-0.25","-","-0.127"
"2022/06/08","02:00","-0.27","-","-0.131"
"2022/06/08","03:00","-0.229","-","-0.089"
"2022/06/08","04:00","-0.121","-","0.009"
"2022/06/08","05:00","0.01","-","0.121"
"2022/06/08","06:00","0.116","-","0.214"
"2022/06/08","07:00","0.186","-","0.287"
"2022/06/08","08:00","0.217","-","0.336"
"2022/06/08","09:00","0.183","-","0.302"
"2022/06/08","10:00","0.076","-","0.194"
"2022/06/08","11:00","-0.063","-","0.066"
"2022/06/08","12:00","-0.178","-","-0.03"
"2022/06/08","13:00","-0.253","-","-0.097"
"2022/06/08","14:00","-0.292","-","-0.137"
"2022/06/08","15:00","-0.28","-","-0.135"
"2022/06/08","16:00","-0.198","-","-0.045"
"2022/06/08","17:00","-0.072","-","0.078"
"2022/06/08","18:00","0.047","-","0.186"
"2022/06/08","19:00","0.136","-","0.287"
"2022/06/08","20:00","0.195","-","0.354"
"2022/06/08","21:00","0.206","-","0.372"
"2022/06/08","22:00","0.144","-","0.32"
"2022/06/08","23:00","0.023","-","0.208"
"2022/06/09","00:00","-0.101","-","0.099"
"2022/06/09","01:00","-0.193","-","-0.041"
"2022/06/09","02:00","-0.252","-","-0.111"
"2022/06/09","03:00","-0.269","-","-0.089"
"2022/06/09","04:00","-0.218","-","-0.015"
"2022/06/09","05:00","-0.102","-","0.107"
"2022/06/09","06:00","0.029","-","0.215"
"2022/06/09","07:00","0.133","-","0.312"
"2022/06/09","08:00","0.201","-","0.392"
"2022/06/09","09:00","0.225","-","0.419"
"2022/06/09","10:00","0.178","-","0.351"
"2022/06/09","11:00","0.056","-","0.224"
"2022/06/09","12:00","-0.093","-","0.101"
"2022/06/09","13:00","-0.214","-","-0.004"
"2022/06/09","14:00","-0.293","-","-0.09"
"2022/06/09","15:00","-0.332","-","-0.136"
"2022/06/09","16:00","-0.309","-","-0.11"
"2022/06/09","17:00","-0.211","-","-0.044"
"2022/06/09","18:00","-0.073","-","0.117"
"2022/06/09","19:00","0.056","-","0.176"
"2022/06/09","20:00","0.156","-","0.286"
"2022/06/09","21:00","0.226","-","0.358"
"2022/06/09","22:00","0.238","-","0.401"
"2022/06/09","23:00","0.166","-","0.322"
"2022/06/10","00:00","0.035","-","0.206"
"2022/06/10","01:00","-0.097","-","0.079"
"2022/06/10","02:00","-0.197","-","-0.02"
"2022/06/10","03:00","-0.261","-","-0.091"
"2022/06/10","04:00","-0.275","-","-0.091"
"2022/06/10","05:00","-0.212","-","-0.006"
"2022/06/10","06:00","-0.088","-","0.12"
"2022/06/10","07:00","0.046","-","0.222"
"2022/06/10","08:00","0.151","-","0.314"
"2022/06/10","09:00","0.22","-","0.386"
"2022/06/10","10:00","0.24","-","0.416"
"2022/06/10","11:00","0.177","-","0.34"
"2022/06/10","12:00","0.038","-","0.181"
"2022/06/10","13:00","-0.123","-","0.052"
"2022/06/10","14:00","-0.253","-","-0.062"
"2022/06/10","15:00","-0.338","-","-0.157"
"2022/06/10","16:00","-0.375","-","-0.203"
"2022/06/10","17:00","-0.34","-","-0.158"
"2022/06/10","18:00","-0.226","-","-0.039"
"2022/06/10","19:00","-0.074","-","0.112"
"2022/06/10","20:00","0.069","-","0.235"
"2022/06/10","21:00","0.185","-","0.344"
"2022/06/10","22:00","0.265","-","0.447"
"2022/06/10","23:00","0.274","-","0.459"
"2022/06/11","00:00","0.19","-","0.366"
"2022/06/11","01:00","0.045","-","0.202"
"2022/06/11","02:00","-0.098","-","0.059"
"2022/06/11","03:00","-0.207","-","-0.048"
"2022/06/11","04:00","-0.276","-","-0.119"
"2022/06/11","05:00","-0.284","-","-0.101"
"2022/06/11","06:00","-0.21","-","-0.011"
"2022/06/11","07:00","-0.077","-","0.137"
"2022/06/11","08:00","0.062","-","0.25"
"2022/06/11","09:00","0.172","-","0.339"
"2022/06/11","10:00","0.245","-","0.413"
"2022/06/11","11:00","0.258","-","0.444"
"2022/06/11","12:00","0.179","-","0.358"
"2022/06/11","13:00","0.021","-","0.196"
"2022/06/11","14:00","-0.154","-","0.045"
"2022/06/11","15:00","-0.292","-","-0.07"
"2022/06/11","16:00","-0.383","-","-0.192"
"2022/06/11","17:00","-0.418","-","-0.244"
"2022/06/11","18:00","-0.37","-","-0.199"
"2022/06/11","19:00","-0.24","-","-0.076"
"2022/06/11","20:00","-0.072","-","0.092"
"2022/06/11","21:00","0.086","-","0.249"
"2022/06/11","22:00","0.218","-","0.402"
"2022/06/11","23:00","0.306","-","0.491"
"2022/06/12","00:00","0.308","-","0.515"
"2022/06/12","01:00","0.207","-","0.39"
"2022/06/12","02:00","0.047","-","0.221"
"2022/06/12","03:00","-0.106","-","0.077"
"2022/06/12","04:00","-0.223","-","-0.029"
"2022/06/12","05:00","-0.294","-","-0.1"
"2022/06/12","06:00","-0.296","-","-0.106"
"2022/06/12","07:00","-0.21","-","-0.022"
"2022/06/12","08:00","-0.066","-","0.124"
"2022/06/12","09:00","0.08","-","0.256"
"2022/06/12","10:00","0.197","-","0.377"
"2022/06/12","11:00","0.273","-","0.453"
"2022/06/12","12:00","0.278","-","0.458"
"2022/06/12","13:00","0.18","-","0.348"
"2022/06/12","14:00","0.003","-","0.16"
"2022/06/12","15:00","-0.183","-","0.013"
"2022/06/12","16:00","-0.328","-","-0.128"
"2022/06/12","17:00","-0.424","-","-0.242"
"2022/06/12","18:00","-0.455","-","-0.28"
"2022/06/12","19:00","-0.394","-","-0.252"
"2022/06/12","20:00","-0.248","-","-0.115"
"2022/06/12","21:00","-0.065","-","0.078"
"2022/06/12","22:00","0.108","-","0.252"
"2022/06/12","23:00","0.254","-","0.412"
"2022/06/13","00:00","0.344","-","0.515"
